SL_NO,gRNA_name,AA_0_ABS_GT,AA_50_ABS_GT,AA_75_ABS_GT,AA_100_ABS_GT,AA_150_ABS_GT
1642,CWC24-NRg-11,2.0259,2.8477,3.3588,3.5397,5.6308
1689,CWC24-NRg-11,2.0005,2.8036,3.1446,3.4773,5.9569
2711,CWC24-NRg-14,2.1083,2.635,2.9588,3.7869,4.9897
2712,CWC24-NRg-14,2.1237,2.6575,3.1729,3.8783,5.139
2759,CWC24-NRg-14,2.0779,2.6734,3.0454,3.9048,5.5405
2057,CWC24-NRg-3,2.0796,2.6763,3.0789,3.348,7.026
2058,CWC24-NRg-3,1.9771,2.819,3.0615,3.3501,7.2683
2105,CWC24-NRg-3,1.9422,2.6537,3.0519,3.3982,7.8923
1955,CWC24-NRg-6,1.9431,2.5696,3.1563,3.2905,5.1805
1956,CWC24-NRg-6,1.8923,2.6291,3.1151,3.2889,5.2785
2003,CWC24-NRg-6,1.9015,2.5509,3.0882,3.3274,5.4624
2599,CWC24-TRg-2,1.8617,2.9481,3.3458,3.5862,5.6432
2600,CWC24-TRg-2,1.8265,2.8401,3.4625,3.4895,5.5887
2647,CWC24-TRg-2,1.8747,3.0924,3.3067,3.4617,5.6291
2223,CYR1-NRg-3,1.9128,2.7053,3.0112,3.1303,4.7649
2224,CYR1-NRg-3,1.862,2.6552,3.2294,3.1971,4.7989
2271,CYR1-NRg-3,1.864,2.6258,3.2182,3.5033,4.9524
2425,CYR1-TRg-2,2.0332,2.4519,3.0817,3.4585,4.8994
2426,CYR1-TRg-2,2.0166,2.5255,3.1123,3.3137,4.7817
2473,CYR1-TRg-2,2.045,2.5701,3.1182,3.409,5.0703
613,DAM1-NRg-1,2.045,2.7538,3.4957,3.0706,5.4825
614,DAM1-NRg-1,1.9521,2.7097,3.5149,3.0865,5.2135
661,DAM1-NRg-1,2.0142,2.7055,3.5473,3.1726,4.968
487,DAM1-NRg-2,1.9155,2.672,3.4434,3.2789,5.1108
488,DAM1-NRg-2,1.9159,2.6559,3.349,3.2624,6.5504
535,DAM1-NRg-2,1.9777,2.7509,3.5404,3.2896,5.5975
783,DAM1-TRg-2,2.0625,2.6276,3.4704,3.2065,7.5832
784,DAM1-TRg-2,1.9886,2.4427,3.2937,3.101,7.5036
831,DAM1-TRg-2,2.063,2.5627,3.571,3.2919,7.3681
1475,DBP6-TRg-3,1.9948,2.8098,3.5568,3.0784,5.507
1476,DBP6-TRg-3,1.9816,2.943,3.5604,3.0995,6.0105
1523,DBP6-TRg-3,2.0517,2.7611,3.2085,3.334,6.2503
771,DBP9-NRg-4,1.8848,2.7657,3.4129,3.3085,5.2923
772,DBP9-NRg-4,1.9197,2.7757,3.3758,3.2324,5.9909
819,DBP9-NRg-4,1.8856,2.7805,3.4663,3.3172,6.0802
1099,DED1-TRg-4,2.0091,2.8796,3.4605,3.1721,5.5451
1100,DED1-TRg-4,2.0305,2.9559,3.6663,3.287,5.4563
1147,DED1-TRg-4,1.9596,2.8828,3.5528,3.2273,5.4431
691,DED1-TRg-9,2.0983,2.6126,3.5855,3.0911,5.9783
692,DED1-TRg-9,2.0649,2.559,3.6238,2.982,6.0491
739,DED1-TRg-9,2.0736,2.627,3.7257,3.1654,5.6708
121,DED81-NRg-2,2.3651,3.0821,3.8322,3.5315,5.7705
122,DED81-NRg-2,2.3279,3.2208,4.0097,3.4096,5.8537
169,DED81-NRg-2,2.3284,2.7722,4.1718,3.3553,5.3756
1853,DED81-NRg-4,1.9916,2.8574,3.1397,3.3423,5.0963
1854,DED81-NRg-4,1.9572,2.8277,3.1928,3.3983,4.8469
1901,DED81-NRg-4,1.9855,2.5531,3.0156,3.4807,5.8354
701,DIB1-NRg-3,2.192,2.6418,3.5937,3.1396,4.8297
702,DIB1-NRg-3,2.0417,2.5575,3.5369,3.1104,4.7716
749,DIB1-NRg-3,2.2166,2.7407,3.6143,3.1555,4.7878
679,DIB1-TRg-1,1.9158,2.6747,3.5706,3.1154,5.1641
680,DIB1-TRg-1,1.8899,2.5083,3.3992,3.0711,5.3609
727,DIB1-TRg-1,1.9694,2.6195,3.4431,2.9937,5.4212
1845,DOP1-NRg-5,2.0274,2.802,3.2426,3.1529,5.1523
1846,DOP1-NRg-5,1.9924,2.8021,3.2554,3.3271,5.0995
1893,DOP1-NRg-5,2.072,2.8508,6.2816,3.3527,4.9849
1459,DOP1-NRg-7,2.0117,2.9679,3.6156,3.1817,5.2895
1460,DOP1-NRg-7,2.0598,2.8903,3.463,3.1438,5.8113
1507,DOP1-NRg-7,1.9994,2.8313,3.359,3.0462,5.5196
2443,DOP1-NRg-8,1.9724,2.8068,3.2844,3.9372,NoGrowth
2444,DOP1-NRg-8,1.9494,3.0408,3.4649,4.0788,NoGrowth
2491,DOP1-NRg-8,1.9279,3.0029,3.6179,4.0571,NoGrowth
2037,DOP1-TRg-4,2.0293,2.738,3.0737,3.2704,4.8818
2038,DOP1-TRg-4,2.0174,2.8419,3.1021,3.3565,4.8604
2085,DOP1-TRg-4,2.0721,2.5017,3.08,3.4099,5.1072
813,DRS1-TRg-4,2.0096,2.8713,3.3464,3.0525,5.1789
814,DRS1-TRg-4,2.0166,2.9369,3.4526,3.1987,5.3557
861,DRS1-TRg-4,2.0816,3.2414,3.6174,3.1769,5.0987
1869,DSN1-NRg-11,1.9805,2.7747,3.0902,3.1337,5.1328
1870,DSN1-NRg-11,1.9684,2.9506,3.0872,3.2811,5.2253
1917,DSN1-NRg-11,1.9911,2.6439,3.0397,3.2068,5.5496
2341,DSN1-NRg-6,1.9195,2.601,3.0457,3.3204,4.9674
2342,DSN1-NRg-6,1.9048,2.7626,3.17,3.4649,5.3804
2389,DSN1-NRg-6,1.8962,2.7044,3.2183,3.5069,5.2398
2789,DSN1-NRg-7,1.8227,2.5541,3.2956,3.2281,6.1562
2790,DSN1-NRg-7,1.8106,2.7083,3.4065,3.1639,6.0819
2837,DSN1-NRg-7,1.8235,2.7802,3.4568,3.1315,6.0451
2409,DSN1-TRg-4,1.8009,2.7441,3.0445,3.3095,4.945
2410,DSN1-TRg-4,1.7831,2.7758,3.0537,3.2731,5.2184
2457,DSN1-TRg-4,1.7995,2.8686,3.0448,3.3608,5.05
2405,DUO1-NRg-2,1.8431,2.9049,3.0583,3.5521,5.4272
2406,DUO1-NRg-2,1.7807,2.873,3.2502,3.4374,5.7662
2453,DUO1-NRg-2,1.79,2.9958,3.0859,3.4836,5.8239
1559,DUO1-NRg-4,2.1067,2.6389,2.9769,3.258,4.913
1560,DUO1-NRg-4,2.104,2.5669,3.0012,3.286,5.0197
1607,DUO1-NRg-4,2.1358,2.6906,3.0132,3.398,6.3545
2117,DUO1-NRg-8,1.868,2.8206,3.1181,3.378,5.3921
2118,DUO1-NRg-8,1.8194,2.9433,3.3919,3.5005,5.4899
2165,DUO1-NRg-8,1.883,2.8253,3.2022,3.4619,5.5202
2331,DUO1-TRg-1,2.0521,2.5852,3.0843,3.3454,4.8096
2332,DUO1-TRg-1,2.0109,2.6028,3.0874,3.4211,4.9821
2379,DUO1-TRg-1,2.0215,2.7121,3.1734,3.2945,5.3047
2501,DUO1-TRg-4,1.7594,2.8684,3.3398,3.4083,5.6856
2502,DUO1-TRg-4,1.7375,2.853,3.5025,3.3211,5.6767
2549,DUO1-TRg-4,1.7776,3.1195,3.3988,3.4734,5.9504
2319,DUO1-TRg-5,1.8894,2.6441,3.0025,3.2628,4.8497
2320,DUO1-TRg-5,1.8944,2.5938,3.1509,3.358,4.9337
2367,DUO1-TRg-5,1.915,2.594,3.0715,3.3792,4.841
605,ECM16-TRg-3,2.2436,2.5822,3.5101,3.1589,4.9458
606,ECM16-TRg-3,2.0359,2.5011,3.478,3.1897,4.9974
653,ECM16-TRg-3,2.2522,2.5487,3.6048,3.1907,4.8357
1361,EOS1-TRg-2,2.0139,2.8473,3.5518,3.1824,5.4033
1362,EOS1-TRg-2,2.0806,2.7376,3.6214,3.2543,5.3986
1409,EOS1-TRg-2,2.0324,2.7227,3.2797,3.1989,5.6714
1479,ERD2-TRg-2,1.9755,2.882,3.6192,3.064,5.3843
1480,ERD2-TRg-2,2.0103,2.8832,3.6052,3.0865,5.5039
1527,ERD2-TRg-2,1.9784,2.826,3.3546,3.2112,5.8131
2435,ERG12-TRg-1,1.9042,2.6178,3.1153,3.3006,4.7294
2436,ERG12-TRg-1,1.9538,2.6096,3.1298,3.4335,5.2085
2483,ERG12-TRg-1,1.9619,2.6735,3.265,3.3706,5.3008
15,ERG26-NRg-2,2.3801,3.0077,3.9031,3.4777,5.8826
16,ERG26-NRg-2,2.3861,2.9732,4.1287,3.4422,6.0941
63,ERG26-NRg-2,2.3597,3.1072,3.8358,3.4628,6.657
681,ERG26-NRg-4,1.9244,2.6245,3.4761,3.1485,5.6501
682,ERG26-NRg-4,1.9614,2.5604,3.2887,3.0993,6.0062
729,ERG26-NRg-4,1.9185,2.6704,3.4151,3.2458,5.9413
127,ERG26-TRg-3,2.2829,3.1213,3.9176,3.5431,6.2927
128,ERG26-TRg-3,2.2359,3.0652,3.8214,3.4222,6.031
175,ERG26-TRg-3,2.2928,2.8407,3.9817,3.217,5.6248
2637,EXO5-TRg-2,2.0352,2.8476,3.2671,3.1672,5.6828
2638,EXO5-TRg-2,2.0041,2.9385,3.2794,3.4522,5.9469
2685,EXO5-TRg-2,2.0613,3.1027,3.5226,3.3189,6.5476
329,FAS1-TRg-2,2.0734,2.9803,3.3963,3.4522,5.6688
330,FAS1-TRg-2,2.1159,3.0116,3.6389,3.493,5.8104
377,FAS1-TRg-2,2.6123,2.9664,3.6058,3.6604,5.4673
1349,FET3-TRg-4,1.8749,2.8862,3.5869,3.2649,5.7825
1350,FET3-TRg-4,1.8467,2.598,3.3621,4.1675,7.0064
1397,FET3-TRg-4,1.966,2.5872,3.2159,3.4211,5.987
1965,FOL2-NRg-2,2.0007,2.8895,3.1991,3.1714,5.2597
1966,FOL2-NRg-2,1.9067,2.9298,3.1216,3.2023,5.3085
2013,FOL2-NRg-2,2.1483,2.7376,2.909,3.2224,5.8362
2151,FOL2-NRg-9,1.9304,2.5837,3.0014,3.3423,5.0282
2152,FOL2-NRg-9,1.934,2.7431,3.0958,3.3848,5.0917
2199,FOL2-NRg-9,1.9056,2.6302,3.0909,3.4574,5.305
2805,FRS2-NRg-11,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2806,FRS2-NRg-11,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2853,FRS2-NRg-11,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1543,FRS2-NRg-5,2.3082,3.2332,3.5093,3.7426,5.9498
1544,FRS2-NRg-5,2.3172,3.176,3.4949,3.7905,6.5751
1591,FRS2-NRg-5,2.2518,3.1688,3.3471,3.9344,NoGrowth
1555,FRS2-TRg-3,2.1184,2.6262,3.2087,3.5583,7.4192
1556,FRS2-TRg-3,2.0709,2.6112,3.1042,3.6425,NoGrowth
1603,FRS2-TRg-3,2.1307,2.7458,3.2716,3.5632,NoGrowth
1759,GCR1-NRg-12,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1760,GCR1-NRg-12,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1807,GCR1-NRg-12,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1471,GCR1-NRg-13,2.0749,2.9529,3.5319,3.1414,5.6655
1472,GCR1-NRg-13,2.0153,2.9788,3.5725,3.1565,6.1319
1519,GCR1-NRg-13,2.0281,2.745,3.2267,3.2383,5.7679
1665,GCR1-NRg-5,2.0432,2.7505,3.0069,3.2001,5.4405
1666,GCR1-NRg-5,1.9777,2.774,3.0437,3.202,5.747
1713,GCR1-NRg-5,1.981,2.6865,2.9103,3.2903,5.7244
1839,GCR1-TRg-2,1.9423,2.8616,3.2771,3.3046,5.3184
1840,GCR1-TRg-2,1.9359,2.8515,3.3981,3.3954,5.3455
1887,GCR1-TRg-2,1.9853,2.8023,3.1179,3.3007,5.413
2035,GDI1-NRg-2,1.9483,2.7274,3.0692,3.2688,4.6827
2036,GDI1-NRg-2,1.9137,2.7977,3.1256,3.4752,4.7344
2083,GDI1-NRg-2,1.9813,2.6351,3.1477,3.3799,4.6967
41,GFA1-NRg-2,2.2268,3.2109,3.6634,3.631,5.585
42,GFA1-NRg-2,2.2652,3.3155,3.6035,3.6476,5.9699
89,GFA1-NRg-2,2.2351,3.3238,3.561,3.67,6.888
403,GLC7-NRg-5,2.1017,2.5107,3.4326,3.3221,5.0851
404,GLC7-NRg-5,2.0649,2.4838,3.2814,3.2022,6.6524
451,GLC7-NRg-5,2.0072,2.599,3.6437,3.1563,4.9138
315,GPI10-NRg-3,2.342,2.848,3.7705,3.2848,5.6259
316,GPI10-NRg-3,2.2998,2.7353,3.8083,3.3791,5.4057
363,GPI10-NRg-3,2.2378,2.7216,3.9431,3.3541,5.039
975,GPI10-TRg-2,2.0151,2.5535,3.2649,3.0643,5.0502
976,GPI10-TRg-2,1.9154,2.3108,3.2,2.9762,4.9639
1023,GPI10-TRg-2,1.9862,2.5383,3.2714,3.0767,4.9969
29,GPI10-TRg-3,2.2972,2.9876,3.9216,3.4517,5.3669
30,GPI10-TRg-3,2.2468,3.008,3.9553,3.473,5.2932
77,GPI10-TRg-3,2.4279,2.9992,3.7762,3.5239,6.0366
197,GPI10-TRg-6,1.9499,3.0243,3.5849,3.4668,5.8347
198,GPI10-TRg-6,1.9361,2.9322,3.5786,3.4571,6.3786
245,GPI10-TRg-6,1.9426,2.9545,3.5244,3.33,6.0154
1181,GPI12-NRg-6,2.0521,2.5875,3.3509,3.0748,NoGrowth
1182,GPI12-NRg-6,1.9959,2.5126,3.2878,3.1073,11.0487
1229,GPI12-NRg-6,2.0854,2.6894,3.4088,3.11,10.5751
19,GPI12-NRg-7,2.4197,3.0386,4.0908,3.55,5.363
20,GPI12-NRg-7,2.3435,2.8899,4.0426,3.3926,5.4598
67,GPI12-NRg-7,2.326,2.9372,3.9834,3.3912,5.712
1269,GPI12-TRg-3,2.104,2.7298,3.5086,2.9977,5.0734
1270,GPI12-TRg-3,2.0867,2.6345,3.4017,3.1469,4.9923
1317,GPI12-TRg-3,2.077,2.6687,3.4001,3.0531,5.2076
1677,GPI16-NRg-12,1.8747,2.8677,2.8666,3.3143,5.6599
1678,GPI16-NRg-12,1.8201,2.7647,3.1853,3.2244,5.8191
1725,GPI16-NRg-12,1.9132,2.615,2.9307,3.4307,5.8156
2793,GPI16-NRg-6,1.8559,2.7295,3.2081,3.5082,5.7888
2794,GPI16-NRg-6,1.9052,2.6795,3.3178,3.486,5.8644
2841,GPI16-NRg-6,1.856,2.8831,3.2342,3.3646,5.6127
1197,GPI18-NRg-5,1.9917,3.0844,3.8073,3.1266,5.901
1198,GPI18-NRg-5,1.9838,2.9597,3.7713,3.1629,5.511
1245,GPI18-NRg-5,1.9931,2.9305,3.7086,3.1615,5.4606
215,GPI2-NRg-3,2.3018,2.9061,3.814,3.3504,6.1954
216,GPI2-NRg-3,2.3361,2.7755,4.1583,3.3235,5.4997
263,GPI2-NRg-3,2.2053,2.9249,4.0068,3.4028,5.1994
873,GPI2-NRg-6,1.894,2.6101,3.1002,3.1401,5.2361
874,GPI2-NRg-6,1.9085,2.4982,3.0454,3.1381,5.0988
921,GPI2-NRg-6,1.8772,2.6534,3.391,3.1426,5.0822
1283,GPI2-TRg-2,2.0584,2.5871,3.1442,3.0634,6.3133
1284,GPI2-TRg-2,2.0054,2.6329,3.2562,3.1215,NoGrowth
1331,GPI2-TRg-2,2.0133,2.5418,3.21,3.1597,6.3861
985,GPI2-TRg-3,2.1052,2.4667,3.2841,3.1543,4.9513
986,GPI2-TRg-3,1.962,2.3982,3.3197,3.0942,4.9365
1033,GPI2-TRg-3,1.9781,2.4749,3.3811,3.1274,4.9386
989,GPI2-TRg-4,2.125,2.439,3.362,3.0962,5.1896
990,GPI2-TRg-4,1.9678,2.4161,3.3213,3.0919,5.2268
1037,GPI2-TRg-4,2.1171,2.4505,3.3827,3.1379,4.9072
2023,GPM1-NRg-3,1.8911,2.8063,3.1089,3.4664,5.297
2024,GPM1-NRg-3,1.8523,2.938,3.1967,3.6486,5.3029
2071,GPM1-NRg-3,1.8792,2.9803,3.0548,3.4664,5.3124
1841,GPM1-NRg-4,1.9952,2.8293,3.3211,3.381,5.944
1842,GPM1-NRg-4,1.9681,2.9508,3.3333,3.4511,6.0633
1889,GPM1-NRg-4,1.9905,2.8926,3.1986,3.2967,6.0911
1867,GPM1-NRg-6,1.7816,2.7178,2.9746,3.2015,7.128
1868,GPM1-NRg-6,1.8918,2.5463,2.9337,3.1147,8.7095
1915,GPM1-NRg-6,1.9554,2.728,2.9181,3.1066,7.8376
1571,GPM1-NRg-7,1.8941,2.532,2.8783,3.2656,4.9291
1572,GPM1-NRg-7,1.9181,2.563,2.8615,3.2881,4.9613
1619,GPM1-NRg-7,2.004,2.6548,2.8909,3.3126,5.7782
2509,GPM1-TRg-2,1.9318,2.5903,2.9109,3.1904,4.9866
2510,GPM1-TRg-2,1.9056,2.6616,2.9546,3.2864,4.9662
2557,GPM1-TRg-2,1.9426,2.9751,3.1502,3.4432,4.9443
141,GRC3-TRg-1,2.2073,3.3778,3.3271,3.5999,5.7622
142,GRC3-TRg-1,2.1462,3.3235,3.6558,3.8155,6.0322
189,GRC3-TRg-1,2.2302,3.3897,3.7199,3.5257,5.7272
2807,HEM15-TRg-6,2.0664,2.5009,2.9748,3.6144,5.4761
2808,HEM15-TRg-6,2.1133,2.4785,3.1326,3.7134,5.6471
2855,HEM15-TRg-6,2.0101,2.7839,3.1875,3.5213,5.6039
2123,HEM15-TRg-7,1.9079,2.6623,3.0566,3.2984,5.1383
2124,HEM15-TRg-7,1.9385,2.8038,3.1432,3.3572,4.8462
2171,HEM15-TRg-7,1.9186,2.6604,2.9211,3.4648,5.169
1441,HEM2-TRg-2,2.0274,3.3843,3.9293,3.6457,5.8883
1442,HEM2-TRg-2,1.95,3.0669,3.6037,3.2569,6.0726
1489,HEM2-TRg-2,2.0798,3.0768,3.4969,3.7406,5.6343
209,HEM3-NRg-1,2.1661,2.7957,3.9936,3.0565,6.0178
210,HEM3-NRg-1,2.2463,2.7879,4.0701,3.1858,5.7991
257,HEM3-NRg-1,2.1152,2.9284,3.8225,3.0647,5.2789
1259,HEM3-NRg-2,1.879,2.7355,3.6473,2.9439,5.1981
1260,HEM3-NRg-2,1.9163,2.6185,3.4772,2.9448,5.613
1307,HEM3-NRg-2,1.8745,2.4872,3.2372,3.0488,5.3527
995,HIP1-NRg-5,2.0558,2.5851,3.4315,3.1328,5.7876
996,HIP1-NRg-5,2.0627,2.5632,3.4011,3.0885,5.7692
1043,HIP1-NRg-5,2.0622,2.6259,3.4442,3.245,5.1301
1279,HIP1-NRg-9,2.066,2.7463,3.5867,3.1708,6.16
1280,HIP1-NRg-9,2.0395,2.7267,3.5322,3.2029,6.4459
1327,HIP1-NRg-9,2.0896,2.6396,3.3718,3.2763,6.0092
2415,HRP1-NRg-6,1.9098,2.6611,3.0492,3.3278,5.1007
2416,HRP1-NRg-6,1.9306,2.4788,3.0904,3.3749,5.2358
2463,HRP1-NRg-6,1.9583,2.8322,3.1142,3.3981,5.4206
399,HRT1-NRg-1,2.042,2.7286,3.6005,3.3555,5.4083
400,HRT1-NRg-1,2.0541,2.5962,3.5858,3.3233,5.3861
447,HRT1-NRg-1,2.0686,2.5981,3.6625,3.329,5.1313
621,HRT1-NRg-2,2.0454,3.1553,3.5602,3.3619,5.5507
622,HRT1-NRg-2,2.0918,3.1708,3.5522,3.3858,5.6497
669,HRT1-NRg-2,2.0417,3.0818,3.4864,3.3727,5.6944
321,HRT1-TRg-2,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
322,HRT1-TRg-2,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
369,HRT1-TRg-2,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1739,HSH49-NRg-6,2.0089,2.9908,3.205,3.2251,5.8418
1740,HSH49-NRg-6,2.0099,2.8692,3.3471,3.4431,5.2379
1787,HSH49-NRg-6,1.9875,2.8007,3.2127,3.4513,5.5795
583,HTB1-NRg-1,1.95,2.8025,3.5379,3.3418,4.9238
584,HTB1-NRg-1,1.9288,2.6719,3.4108,3.3173,5.1768
631,HTB1-NRg-1,1.9435,2.6694,3.4938,3.1776,5.0789
607,HTB1-NRg-2,2.283,2.6372,3.5166,3.2046,5.8529
608,HTB1-NRg-2,2.1743,2.6199,3.6897,3.1363,5.377
655,HTB1-NRg-2,2.2168,2.7162,3.7253,3.2486,5.119
899,HTB1-TRg-1,2.0142,2.5565,3.5236,3.0865,5.7575
900,HTB1-TRg-1,1.9309,2.644,3.3611,3.0676,5.069
947,HTB1-TRg-1,2.014,2.6226,3.3811,3.0847,4.8254
811,HTS1-NRg-3,1.9726,2.8859,3.5068,3.2018,6.5214
812,HTS1-NRg-3,2.0011,2.953,3.4226,3.2021,6.3786
859,HTS1-NRg-3,1.9798,2.9672,3.4574,3.1602,5.5808
513,HTS1-TRg-2,2.1418,2.7515,3.5661,3.2176,5.357
514,HTS1-TRg-2,2.0904,2.8983,3.7087,3.1813,5.3677
561,HTS1-TRg-2,2.0849,2.7182,3.4184,3.0522,5.3428
801,HTS1-TRg-3,1.99,2.3701,3.1475,2.9266,5.8571
802,HTS1-TRg-3,1.9945,2.3363,3.0937,2.9441,5.2948
849,HTS1-TRg-3,1.9982,2.6599,3.2012,3.0048,4.9056
599,HTS1-TRg-5,2.0962,2.5862,3.3874,2.9896,5.1273
600,HTS1-TRg-5,2.0339,2.4343,3.5312,2.9668,4.7946
647,HTS1-TRg-5,2.0913,2.5297,3.6024,2.9084,4.7197
789,IDI1-NRg-7,2.0423,2.654,3.3732,3.1141,5.9645
790,IDI1-NRg-7,1.9922,2.586,3.3077,2.9792,6.549
837,IDI1-NRg-7,2.0405,2.5647,3.4727,3.0602,5.5457
483,IDI1-NRg-8,1.9337,2.8452,3.5438,3.3325,5.5189
484,IDI1-NRg-8,1.9356,2.7532,3.5273,3.3538,5.375
531,IDI1-NRg-8,1.9493,2.7737,3.5423,3.2753,5.7641
229,IDI1-TRg-4,2.1362,2.9799,3.6463,3.3817,5.9611
230,IDI1-TRg-4,2.1254,2.9571,3.9264,3.3698,5.8818
277,IDI1-TRg-4,2.1606,2.9341,3.7694,3.3275,5.0775
1449,IFH1-NRg-1,1.9208,2.7765,3.4148,3.0809,5.5622
1450,IFH1-NRg-1,1.9852,2.6696,3.2972,3.1297,5.4031
1497,IFH1-NRg-1,1.9165,2.7504,3.5354,3.4416,5.9816
1679,IFH1-TRg-5,1.9315,2.7306,3.0275,3.4322,5.3368
1680,IFH1-TRg-5,1.9772,2.6607,3.1367,3.4322,5.826
1727,IFH1-TRg-5,1.8893,2.6881,3.0467,3.4872,6.059
2135,IFH1-TRg-7,2.0523,2.6694,3.0644,3.2923,5.0648
2136,IFH1-TRg-7,2.0143,2.7564,3.2085,3.4216,4.8141
2183,IFH1-TRg-7,2.1088,2.5121,3.0822,3.3911,5.0042
1567,ILV5-NRg-8,2.0018,2.6279,2.9359,3.2872,4.9793
1568,ILV5-NRg-8,1.9647,2.5845,2.9598,3.3529,5.0878
1615,ILV5-NRg-8,2.0775,2.7682,3.0137,3.3791,6.5849
1647,ILV5-TRg-1,2.0367,2.8339,3.122,3.29,5.2479
1648,ILV5-TRg-1,2.0489,2.7752,3.2944,3.3347,6.0969
1695,ILV5-TRg-1,2.0517,2.7476,3.2716,3.3213,6.1472
2407,ILV5-TRg-4,1.8421,2.9582,3.2793,3.5194,5.4174
2408,ILV5-TRg-4,1.7862,2.7686,3.1312,3.3454,5.4953
2455,ILV5-TRg-4,1.8094,2.9566,3.1875,3.5012,6.0333
1295,IMP1-NRg-6,2.0165,3.0008,3.8798,3.0486,5.2411
1296,IMP1-NRg-6,2.7535,3.25,3.6258,3.0762,5.4381
1343,IMP1-NRg-6,2.0362,2.9035,3.7656,3.0681,5.5192
235,IMP4-TRg-2,2.1367,3.283,3.6079,3.4826,5.4101
236,IMP4-TRg-2,2.0759,3.2818,3.9192,3.293,6.4694
283,IMP4-TRg-2,2.144,3.2573,3.8853,3.5276,5.3385
793,IMP4-TRg-7,2.1007,2.641,3.4358,3.0998,5.1668
794,IMP4-TRg-7,2.0085,2.725,3.4987,3.159,4.6001
841,IMP4-TRg-7,2.115,2.7133,3.705,3.1839,4.6852
809,IMP4-TRg-8,1.9935,2.8273,3.3619,3.2871,5.1002
810,IMP4-TRg-8,2.0008,2.6619,3.1913,3.2234,5.892
857,IMP4-TRg-8,1.9434,2.7888,3.481,3.2414,5.2293
2817,INN1-NRg-7,1.9609,2.7246,3,3.445,5.5459
2818,INN1-NRg-7,2.025,2.8158,3.0276,3.77,5.7484
2865,INN1-NRg-7,2.0049,2.6819,3.1166,3.6427,5.7543
2131,INN1-NRg-8,1.9422,2.6524,3.0771,3.1819,4.5632
2132,INN1-NRg-8,1.9663,2.695,3.0425,3.3219,4.6213
2179,INN1-NRg-8,1.9794,2.7254,3.0239,3.2884,4.5401
1071,IPI1-TRg-2,2.0284,2.4914,3.3235,3.1807,5.7517
1072,IPI1-TRg-2,2.0316,2.3571,3.2081,3.122,5.944
1119,IPI1-TRg-2,2.0335,2.5103,3.2561,3.1477,5.6779
137,IPI3-NRg-6,2.1897,3.1801,3.4434,3.6316,6.0644
138,IPI3-NRg-6,2.2462,3.2391,3.6556,3.618,6.6316
185,IPI3-NRg-6,2.2048,3.1111,3.8162,3.4731,5.6199
221,IPI3-TRg-4,2.3937,2.8595,3.9373,3.4332,5.5607
222,IPI3-TRg-4,2.3028,2.7392,4.0753,3.4287,5.2546
269,IPI3-TRg-4,2.3516,2.8366,3.8569,3.3523,5.1194
27,IRA1-NRg-2,2.326,2.8763,3.8808,3.4511,5.3415
28,IRA1-NRg-2,2.2752,2.8714,3.7979,3.2629,5.4157
75,IRA1-NRg-2,2.426,2.93,4.007,3.3359,5.6628
415,IRA1-TRg-4,2.242,2.7428,3.3976,3.1978,5.4488
416,IRA1-TRg-4,2.0792,2.56,3.6271,3.192,5.0929
463,IRA1-TRg-4,2.2036,2.7593,3.8735,3.1693,5.1532
967,IRA1-TRg-5,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
968,IRA1-TRg-5,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1015,IRA1-TRg-5,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1079,IRA1-TRg-6,2.1277,2.7428,3.6246,3.2613,4.8486
1080,IRA1-TRg-6,2.0929,2.5597,3.3274,3.1603,4.778
1127,IRA1-TRg-6,2.1158,2.5865,3.4698,3.296,4.6914
875,IRA1-TRg-7,1.9053,2.6525,3.1508,3.2315,5.4069
876,IRA1-TRg-7,1.923,2.3356,3.0202,3.0313,5.3297
923,IRA1-TRg-7,1.9098,2.6071,3.3039,3.056,5.1646
111,ISA2-TRg-6,2.3336,3.0589,3.9114,3.3975,5.6294
112,ISA2-TRg-6,2.2713,2.9379,3.8224,3.3122,6.1441
159,ISA2-TRg-6,2.2315,2.8294,3.8964,3.3123,5.6249
2725,ISD11-NRg-1,1.9704,2.7171,3.1519,3.2436,5.5392
2726,ISD11-NRg-1,1.9125,2.835,3.3822,3.5383,5.6527
2773,ISD11-NRg-1,1.8829,2.8348,3.245,3.2906,5.7568
2115,ISD11-NRg-2,1.8778,2.9689,3.3414,3.5693,6.6133
2116,ISD11-NRg-2,1.8957,3.0482,3.2782,3.535,6.9131
2163,ISD11-NRg-2,1.8604,3.2228,3.3576,3.6587,8.1326
