SL_NO,gRNA_name,AA_0_ABS_GT,AA_50_ABS_GT,AA_75_ABS_GT,AA_100_ABS_GT,AA_150_ABS_GT
1141,STU2-NRg-5,1.9238,2.645,3.3419,3.0807,5.3778
885,SWI1-NRg-3,2.0454,2.4166,3.2822,3.0436,4.776
886,SWI1-NRg-3,1.9828,2.3672,3.2577,3.0552,4.7798
933,SWI1-NRg-3,2.0314,2.4695,3.2662,3.0659,4.5569
1075,SWI6-NRg-2,2.0265,2.6039,3.4371,3.1489,4.8016
1076,SWI6-NRg-2,2.0458,2.3622,3.3507,3.0476,4.6828
1123,SWI6-NRg-2,2.0109,2.412,3.3083,3.1554,4.8726
2053,SWP1-TRg-2,1.9604,2.5885,3.0517,3.2754,5.1197
2054,SWP1-TRg-2,1.9387,2.7584,3.1876,3.4121,4.8204
2101,SWP1-TRg-2,1.9454,2.5403,3.0798,3.3209,5.2853
2339,SWP1-TRg-3,1.9197,2.6386,3.0717,3.3084,4.9962
2340,SWP1-TRg-3,1.9079,2.6263,3.0477,3.3707,5.0721
2387,SWP1-TRg-3,1.9091,2.6815,3.1926,3.3907,4.9776
1661,SWP1-TRg-4,2.1123,2.7876,3.0526,3.2916,6.8878
1662,SWP1-TRg-4,2.0596,2.7874,2.9326,3.2901,9.0401
1709,SWP1-TRg-4,2.1048,2.7384,3.1359,3.2747,7.665
1847,TAD2-TRg-1,2.067,2.7792,3.1165,3.2276,4.9987
1848,TAD2-TRg-1,2.0451,2.7232,3.2488,3.3065,4.8011
1895,TAD2-TRg-1,2.0547,2.6367,3.1531,3.3105,4.6543
405,TAF11-TRg-3,2.2132,2.5459,3.4912,3.174,5.3151
406,TAF11-TRg-3,2.1574,2.504,3.4944,3.2207,5.3576
453,TAF11-TRg-3,2.135,2.6983,3.6665,3.2311,4.763
905,TAF12-TRg-3,2.0418,2.8008,3.6371,3.3533,7.0047
906,TAF12-TRg-3,2.0175,2.9759,3.716,3.3527,6.6696
953,TAF12-TRg-3,2.0363,2.7495,3.5376,3.4014,6.3183
501,TAF12-TRg-6,2.1691,2.7358,3.6548,3.123,4.927
502,TAF12-TRg-6,2.0983,2.6332,3.6815,3.1401,4.8052
549,TAF12-TRg-6,2.0552,2.678,3.5417,3.1451,4.761
233,TAF5-NRg-1,2.2158,3.0273,3.5487,3.491,5.485
234,TAF5-NRg-1,2.1481,3.0231,3.6491,3.4222,6.0529
281,TAF5-NRg-1,2.0884,3.0665,3.7795,3.4754,5.6641
577,TAF5-TRg-4,2.023,3.056,3.4397,3.3873,5.8463
578,TAF5-TRg-4,1.9953,2.907,3.5693,3.4904,6.3282
625,TAF5-TRg-4,2.0338,2.9788,3.4178,3.3848,5.8537
689,TAF5-TRg-5,2.0117,2.5993,3.5897,2.9801,4.8881
690,TAF5-TRg-5,2.0513,2.3744,3.4049,2.9149,4.6429
737,TAF5-TRg-5,1.9892,2.4723,3.6069,3.0831,4.5987
1263,TAF6-NRg-2,2.0357,2.7302,3.5883,2.9743,5.1303
1264,TAF6-NRg-2,2.0311,2.5474,3.3642,2.9704,5.5886
1311,TAF6-NRg-2,2.0096,2.5424,3.4252,3.0329,5.2409
1083,TAF6-NRg-3,2.0421,2.5045,3.2935,3.0836,5.0071
1084,TAF6-NRg-3,2.0143,2.5813,3.3868,3.0727,5.0122
1131,TAF6-NRg-3,2.0305,2.5063,3.3211,3.085,5.0506
889,TAF6-NRg-4,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
890,TAF6-NRg-4,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
937,TAF6-NRg-4,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
609,TAF9-NRg-1,2.2191,2.6532,3.6401,3.1176,5.1894
610,TAF9-NRg-1,2.056,2.737,4.0526,3.3351,4.7191
657,TAF9-NRg-1,2.2287,2.9038,4.4266,3.669,5.8606
293,TAF9-NRg-11,1.9532,3.0753,3.4441,3.3831,5.9425
294,TAF9-NRg-11,1.954,2.9666,3.3982,3.4593,6.3035
341,TAF9-NRg-11,1.9828,2.7954,3.2489,3.1231,5.5107
2727,TAH11-NRg-2,1.9891,2.7511,3.1873,3.3021,5.7803
2728,TAH11-NRg-2,1.9496,2.8696,3.4703,3.6488,5.7437
2775,TAH11-NRg-2,1.9102,2.8989,3.2208,3.3123,6.3043
2543,TAH11-TRg-3,2.0296,2.8057,3.0378,3.2645,5.4615
2544,TAH11-TRg-3,1.9411,2.923,2.9626,3.325,5.7278
2591,TAH11-TRg-3,2.0631,2.9578,3.2801,3.4007,6.7434
2149,TAM41-NRg-14,1.9545,2.5344,3.0126,3.2932,5.1983
2150,TAM41-NRg-14,1.9142,2.6674,3.1106,3.4106,5.0824
2197,TAM41-NRg-14,1.9591,2.6376,3.0388,3.3937,5.0647
1729,TAM41-NRg-4,1.8304,2.725,2.9677,3.432,6.0123
1730,TAM41-NRg-4,1.9758,2.8343,3.2024,3.6409,6.472
1777,TAM41-NRg-4,1.77,2.7158,3.0544,3.6606,6.5975
1465,TAM41-NRg-8,2.1085,2.9319,3.5003,3.1743,5.3796
1466,TAM41-NRg-8,2.1395,3.1106,3.6739,3.3806,5.7485
1513,TAM41-NRg-8,2.1479,2.7651,3.1907,3.1442,5.5624
2691,TAM41-TRg-3,1.8695,2.8518,2.9996,3.3824,6.2241
2692,TAM41-TRg-3,1.8704,2.7932,3.0763,3.1411,6.063
2739,TAM41-TRg-3,1.8461,2.6173,3.3751,3.3232,5.9802
1001,TEN1-TRg-5,1.9728,2.8273,3.5267,3.2623,5.3881
1002,TEN1-TRg-5,1.9506,2.8145,3.3851,3.1186,5.3519
1049,TEN1-TRg-5,1.9675,2.7578,3.4587,3.1989,5.2715
45,TFB2-NRg-2,2.2045,3.0674,3.4918,3.5627,5.2534
46,TFB2-NRg-2,2.1631,3.0642,3.4711,3.5576,5.5534
93,TFB2-NRg-2,2.2113,3.3722,3.4389,3.6566,5.9111
711,TFB2-TRg-4,2.0114,2.9589,3.5573,3.2039,5.1248
712,TFB2-TRg-4,2.0234,2.803,3.4714,3.2035,5.2777
759,TFB2-TRg-4,1.9747,2.8552,3.5465,3.1968,5.2807
101,TFB2-TRg-6,2.0713,2.9333,3.5707,3.3692,6.2622
102,TFB2-TRg-6,2.0834,3.016,3.5429,3.5277,6.9891
149,TFB2-TRg-6,2.0292,3.2022,3.7068,3.5523,6.1421
407,TFB3-NRg-3,2.212,2.6888,3.8765,3.2567,4.9975
408,TFB3-NRg-3,2.2066,2.5454,3.6872,3.2054,5.0082
455,TFB3-NRg-3,2.244,2.575,3.6766,3.1519,5.138
1087,TFB3-NRg-4,2.0533,2.568,3.2087,2.9897,5.1435
1088,TFB3-NRg-4,1.8898,2.5024,3.2688,2.9444,5.5357
1135,TFB3-NRg-4,2.0463,2.5325,3.2901,3.0936,5.2397
305,TFC1-TRg-3,2.1035,2.7747,3.6642,3.4059,5.3927
306,TFC1-TRg-3,2.1241,2.7804,3.6472,3.3614,5.6274
353,TFC1-TRg-3,2.0625,2.5567,3.6763,3.2169,5.3145
579,TFC1-TRg-4,1.9737,2.8867,3.5137,3.3217,5.9909
580,TFC1-TRg-4,2.0015,2.8364,3.4785,3.3062,6.3283
627,TFC1-TRg-4,1.9244,2.7975,3.525,3.3945,6.1317
2227,TFC6-NRg-10,1.9422,2.6103,3.0526,3.3113,4.7078
2228,TFC6-NRg-10,1.9543,2.6505,3.0794,3.3582,5.0427
2275,TFC6-NRg-10,2.0222,2.5373,2.9243,3.2451,5.1291
2119,TFC6-NRg-3,1.8529,2.7575,3.1491,3.2481,5.2438
2120,TFC6-NRg-3,1.8624,2.8172,3.3865,3.5922,5.1816
2167,TFC6-NRg-3,1.8536,2.8164,3.0679,3.429,5.4276
1863,TFC6-NRg-5,1.995,2.7463,3.1509,3.3011,5.5326
1864,TFC6-NRg-5,1.8759,2.6973,3.1178,3.2316,5.2057
1911,TFC6-NRg-5,1.9993,2.6622,3.0871,3.4163,5.2201
2537,TFC6-NRg-6,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2538,TFC6-NRg-6,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2585,TFC6-NRg-6,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1169,TFC8-NRg-3,2.0261,2.6726,3.4481,3.1191,5.122
1170,TFC8-NRg-3,2.0469,2.4954,3.3055,3.1043,4.8028
1217,TFC8-NRg-3,2.0014,2.4014,3.2889,3.0627,4.8624
1825,TFG2-NRg-5,1.8214,2.6178,3.1041,3.3992,5.8759
1826,TFG2-NRg-5,1.9477,2.976,3.3022,3.6475,6.3709
1873,TFG2-NRg-5,1.8777,2.9639,3.1589,3.5346,6.6704
795,TIF6-TRg-2,2.0848,2.6194,3.4523,3.2346,5.0502
796,TIF6-TRg-2,1.9215,2.511,3.4116,3.1706,4.6868
843,TIF6-TRg-2,2.0678,2.7899,3.7233,3.2388,4.7497
883,TIM10-TRg-1,2.0247,2.4609,3.3858,3.0897,5.1429
884,TIM10-TRg-1,1.9662,2.2335,3.2123,3.1292,4.8369
931,TIM10-TRg-1,2.0154,2.649,3.3889,3.1243,4.8877
33,TIM10-TRg-2,2.2514,2.9718,3.7036,3.3881,5.2973
34,TIM10-TRg-2,2.2385,2.9861,3.7166,3.6236,5.2666
81,TIM10-TRg-2,2.3176,3.1728,3.6258,3.3951,5.8265
139,TIP20-TRg-10,2.1926,3.2735,3.4738,3.68,5.2549
140,TIP20-TRg-10,2.1047,3.4469,3.6043,3.5262,6.1779
187,TIP20-TRg-10,2.1566,3.2114,3.8652,3.4165,5.4524
1579,TOR2-NRg-1,1.9444,2.7162,2.8776,3.2555,5.2145
1580,TOR2-NRg-1,1.9317,2.7344,2.8855,3.262,5.3489
1627,TOR2-NRg-1,1.8892,2.7566,2.7657,3.4135,5.6613
1959,TOR2-NRg-7,1.9515,2.6087,3.1505,3.33,5.2971
1960,TOR2-NRg-7,2.0155,2.6288,3.0599,3.3837,5.2782
2007,TOR2-NRg-7,1.9433,2.5326,2.9611,3.3688,5.7725
2317,TOR2-TRg-3,1.8282,2.539,3.061,3.0968,5.7368
2318,TOR2-TRg-3,1.8362,2.5576,3.1434,3.2293,5.0201
2365,TOR2-TRg-3,1.867,2.7946,3.0943,3.4104,4.9126
1639,TOR2-TRg-8,1.9884,2.8312,3.0025,3.3397,6.238
1640,TOR2-TRg-8,2.0353,2.7946,3.2278,3.5494,5.7179
1687,TOR2-TRg-8,1.9639,2.7996,3.1906,3.4285,5.929
901,TPI1-NRg-4,2.0024,2.5224,3.4003,3.0253,5.8617
902,TPI1-NRg-4,1.9048,2.7373,3.5611,3.1433,5.3143
949,TPI1-NRg-4,1.9532,2.6219,3.3264,3.0897,5.6606
1191,TPI1-TRg-3,1.9487,2.7143,3.401,3.1229,5.4483
1192,TPI1-TRg-3,2.0533,2.6875,3.4372,3.1278,5.7201
1239,TPI1-TRg-3,1.9632,2.6942,3.4186,3.1491,5.4605
973,TPI1-TRg-5,1.9877,2.5256,3.2626,3.1073,5.2865
974,TPI1-TRg-5,1.987,2.3616,3.1918,2.999,5.3631
1021,TPI1-TRg-5,1.965,2.5823,3.1899,3.0151,5.4133
1271,TPI1-TRg-6,2.1299,2.6834,3.4179,3.057,5.1879
1272,TPI1-TRg-6,2.0206,2.617,3.5423,3.0965,4.9809
1319,TPI1-TRg-6,2.0674,2.5784,3.3644,3.0939,5.138
2717,TRA1-NRg-7,2.0852,2.6336,3.0505,3.7453,5.4375
2718,TRA1-NRg-7,2.0159,2.7098,3.1287,3.6829,5.2351
2765,TRA1-NRg-7,2.05,2.7893,3.0622,3.8131,6.1644
1391,TRA1-TRg-1,2.0306,2.8131,3.7707,3.056,5.6567
1392,TRA1-TRg-1,1.9372,2.817,3.6618,3.1388,5.6506
1439,TRA1-TRg-1,2.0145,2.755,3.5994,3.0906,5.6882
2825,TRA1-TRg-4,2.0331,2.8615,3.1423,3.5168,5.8562
2826,TRA1-TRg-4,2.0271,3.0299,3.535,3.7958,6.2364
2873,TRA1-TRg-4,2.062,2.7915,3.4274,3.2936,6.3813
777,TRE2-NRg-2,1.9241,2.6474,3.4747,3.4043,NoGrowth
778,TRE2-NRg-2,1.9123,2.5032,3.4238,3.415,NoGrowth
825,TRE2-NRg-2,1.9471,2.5968,3.4398,3.4294,NoGrowth
517,TRE2-TRg-3,2.0772,2.9865,3.5518,3.2718,5.231
518,TRE2-TRg-3,1.9861,2.8509,3.4914,3.2569,5.3196
565,TRE2-TRg-3,2.0186,2.7752,3.3942,3.2139,4.8874
2813,TRL1-NRg-1,2.0902,2.6814,3.1361,3.6886,5.7411
2814,TRL1-NRg-1,1.9519,2.7434,3.121,3.8035,5.1903
2861,TRL1-NRg-1,2.0293,2.6174,3.1889,3.4497,5.4343
2113,TRL1-NRg-4,1.8906,2.8366,3.3076,3.3553,6.2829
2114,TRL1-NRg-4,1.8546,3.1066,3.4366,3.7626,6.8299
2161,TRL1-NRg-4,1.9327,2.9668,3.2262,3.6371,7.1585
1261,TRS130-TRg-4,2.0166,2.7454,3.6421,3.006,5.4426
1262,TRS130-TRg-4,1.988,2.5671,3.5335,3.0273,5.2012
1309,TRS130-TRg-4,1.9813,2.5763,3.5101,3.1252,5.2562
507,TRS23-NRg-1,2.2106,2.8663,3.8804,3.3525,6.3533
508,TRS23-NRg-1,2.0394,2.7252,3.8912,3.3352,6.4584
555,TRS23-NRg-1,2.185,2.6986,3.7246,3.1557,5.7515
107,TRS23-NRg-5,2.1924,3.2052,3.7949,3.6092,6.1619
108,TRS23-NRg-5,2.1801,3.0249,3.7542,3.5367,5.889
155,TRS23-NRg-5,2.1354,2.9715,3.8112,3.5774,5.6494
323,TRS23-TRg-6,2.0861,2.8125,3.5423,3.3422,5.4366
324,TRS23-TRg-6,2.0092,2.8433,3.6637,3.4614,5.6591
371,TRS23-TRg-6,2.059,2.8728,3.8311,3.3179,5.2094
1947,TRZ1-NRg-8,2.0852,2.7362,3.0941,3.4224,4.865
1948,TRZ1-NRg-8,2.0057,2.773,3.2315,3.4827,4.8896
1995,TRZ1-NRg-8,2.048,2.4706,2.9982,3.5311,5.3848
1487,TSR4-TRg-1,2.0304,2.8088,3.8916,3.4367,6.1245
1488,TSR4-TRg-1,1.9239,2.7822,3.7439,3.1312,5.8146
1535,TSR4-TRg-1,1.9435,2.6874,3.3733,3.218,6.2032
429,TSR4-TRg-10,2.081,3.1618,3.6118,3.513,5.2906
430,TSR4-TRg-10,2.0139,3.0328,3.4825,3.4627,5.7159
477,TSR4-TRg-10,2.0905,3.2501,3.5938,3.4509,5.5242
1287,TSR4-TRg-4,1.9865,2.8091,3.5852,3.1133,6.9358
1288,TSR4-TRg-4,1.9779,2.8448,3.5116,3.2958,6.1973
1335,TSR4-TRg-4,1.998,2.795,3.5059,3.2266,7.3569
223,TSR4-TRg-9,2.3275,2.7754,3.6186,3.3685,5.9449
224,TSR4-TRg-9,2.1994,2.7516,3.9241,3.2902,5.5614
271,TSR4-TRg-9,2.2341,2.8634,4.0241,3.4338,5.3026
1081,TUB4-NRg-6,2.1027,2.7928,3.279,3.16,5.3446
1082,TUB4-NRg-6,1.9844,2.4601,3.339,3.1049,5.0478
1129,TUB4-NRg-6,2.0668,2.5347,3.374,3.2018,4.999
2323,UBA1-NRg-3,1.992,2.5665,2.9797,3.2675,5.0753
2324,UBA1-NRg-3,1.9981,2.5522,3.0885,3.3432,4.9748
2371,UBA1-NRg-3,2.0192,2.5697,3.0942,3.3553,5.12
2033,UBA1-TRg-2,1.9062,2.6786,3.0206,3.1829,5.46
2034,UBA1-TRg-2,1.9585,2.7625,3.198,3.3793,5.0011
2081,UBA1-TRg-2,1.9677,2.6764,3.0571,3.2467,4.9497
1755,UBA1-TRg-7,2.12,2.7238,2.9886,3.2248,4.8606
1756,UBA1-TRg-7,2.0635,2.7703,3.1215,3.4091,4.8041
1803,UBA1-TRg-7,2.1162,2.6044,3.0553,3.1811,4.837
2623,UBA2-NRg-3,2.011,2.5003,2.9906,3.4866,4.9188
2624,UBA2-NRg-3,2.0202,2.5887,3.1451,3.7225,4.9245
2671,UBA2-NRg-3,1.9649,2.8603,3.2896,3.5236,5.1658
2137,UBA2-NRg-6,2.001,2.559,3.0854,3.5115,8.2357
2138,UBA2-NRg-6,1.9638,2.4651,3.2379,3.5225,7.1435
2185,UBA2-NRg-6,2.0109,2.435,3.0453,3.8212,9.2196
2403,UBA2-TRg-2,1.8513,2.7712,3.1719,3.2192,5.5763
2404,UBA2-TRg-2,1.8789,2.9068,3.1699,3.3505,5.7645
2451,UBA2-TRg-2,1.8292,2.9337,3.2491,3.6337,5.8699
2243,UBA2-TRg-4,1.9719,2.4925,2.9752,3.354,4.9738
2244,UBA2-TRg-4,1.9462,2.5787,3.116,3.5056,4.9749
2291,UBA2-TRg-4,1.9462,2.5138,3.0516,3.4509,5.4326
2823,UBA2-TRg-5,2.0457,2.8536,2.9209,3.3118,5.7878
2824,UBA2-TRg-5,2.0351,2.8622,3.3394,3.6088,5.8043
2871,UBA2-TRg-5,1.9815,2.7318,3.2308,3.2501,6.0937
867,UBC1-NRg-1,1.9416,2.6832,3.3827,3.2825,5.2291
868,UBC1-NRg-1,1.9346,2.665,3.4849,3.1406,5.4634
915,UBC1-NRg-1,1.893,2.8325,3.4174,3.2326,5.4094
713,UBC1-TRg-1,1.9585,2.8583,3.4495,3.2489,5.2669
714,UBC1-TRg-1,1.943,2.7142,3.3772,3.2519,5.9384
761,UBC1-TRg-1,1.9621,2.7976,3.6152,3.2545,5.2707
1077,UFD1-TRg-2,2.0866,2.6063,3.2376,3.0685,5.0134
1078,UFD1-TRg-2,2.0321,2.3547,3.3131,3.0462,4.9477
1125,UFD1-TRg-2,2.0788,2.4167,3.3368,3.1621,4.7897
1575,USB1-TRg-5,1.8986,2.56,2.9647,3.3026,4.8593
1576,USB1-TRg-5,1.9272,2.6172,2.9226,3.3407,5.0073
1623,USB1-TRg-5,1.936,2.6482,2.8445,3.2443,5.318
131,UTP18-NRg-1,2.294,3.0735,3.6899,3.42,7.5091
132,UTP18-NRg-1,2.3402,3.0722,3.9275,3.4475,6.3626
179,UTP18-NRg-1,2.2064,2.9318,3.9925,3.3611,5.5079
2309,UTP20-NRg-1,1.9701,2.8124,3.2884,3.7451,5.5073
2310,UTP20-NRg-1,1.8677,2.7571,3.3373,3.46,5.5593
2357,UTP20-NRg-1,1.8778,2.8864,3.179,3.5742,5.5509
1775,UTP20-NRg-3,1.9324,2.6519,2.8937,3.3643,5.2579
1776,UTP20-NRg-3,2.0226,2.7603,2.9653,3.4274,5.4388
1823,UTP20-NRg-3,1.9326,2.896,2.9373,3.3356,5.575
1583,UTP20-NRg-4,1.9279,2.6313,2.8685,3.2728,5.0171
1584,UTP20-NRg-4,2.0902,2.6353,2.9187,3.2429,5.4655
1631,UTP20-NRg-4,2.005,2.6788,3.1481,3.6308,6.7105
1545,UTP20-NRg-5,1.9049,2.9642,2.972,3.3217,5.41
1546,UTP20-NRg-5,2.0237,2.7113,3.0201,3.3829,5.7862
1593,UTP20-NRg-5,1.9748,2.6433,3.1012,3.4796,NoGrowth
2497,UTP20-TRg-2,1.8178,2.8418,3.1496,3.142,5.6595
2498,UTP20-TRg-2,1.8258,3.0371,3.3429,3.5583,6.2393
2545,UTP20-TRg-2,1.8939,3.1432,3.4716,3.3623,6.5629
1961,UTP20-TRg-7,1.9815,2.6732,3.0483,3.2437,4.9614
1962,UTP20-TRg-7,1.9073,2.7926,3.0333,3.3945,5.1787
2009,UTP20-TRg-7,2.0618,2.5618,2.9936,3.352,5.5171
2159,UTP20-TRg-8,1.9773,2.8739,3.0847,3.3002,5.5133
2160,UTP20-TRg-8,1.9112,2.9082,3.0303,3.4172,5.2831
2207,UTP20-TRg-8,1.9765,3.0845,3.2842,3.4641,6.168
1277,UTP25-NRg-1,2.0167,2.7283,3.3785,3.087,5.2821
1278,UTP25-NRg-1,2.002,2.6682,3.3224,3.1568,5.8527
1325,UTP25-NRg-1,2.0452,2.6182,3.3224,3.173,5.3642
1177,UTP25-NRg-7,2.1002,2.5576,3.175,2.939,5.0516
1178,UTP25-NRg-7,2.0137,2.5386,3.2315,2.9367,5.0111
1225,UTP25-NRg-7,2.0089,2.5323,3.3354,3.0749,4.8466
1967,UTP4-NRg-9,2.0239,3.0325,3.1433,3.3819,5.0221
1968,UTP4-NRg-9,1.977,2.9907,3.149,3.3555,5.1678
2015,UTP4-NRg-9,1.9915,2.9865,2.8893,3.3723,5.2304
2733,UTR5-TRg-3,2.0712,2.9873,3.3817,3.4591,6.0847
2734,UTR5-TRg-3,1.9636,3.0338,3.5052,3.8278,6.4992
2781,UTR5-TRg-3,2.0265,3.0488,3.5108,3.4263,7.0973
1637,UTR5-TRg-4,1.966,2.8281,2.965,3.2985,6.3042
1638,UTR5-TRg-4,1.992,2.8213,3.1414,3.5049,6.1567
1685,UTR5-TRg-4,1.9498,2.7568,3.1495,3.2764,5.9199
2723,UTR5-TRg-8,1.9403,2.8111,3.1812,3.489,5.7433
2724,UTR5-TRg-8,1.9084,2.8443,3.1233,3.3359,6.2277
2771,UTR5-TRg-8,1.9219,2.8141,3.2985,3.5973,5.7688
971,VHT1-TRg-1,1.8994,2.6864,3.4823,3.2009,5.2413
972,VHT1-TRg-1,1.9497,2.3939,3.2271,3.0166,4.9967
1019,VHT1-TRg-1,1.8901,2.5083,3.2539,2.9586,5.0137
1289,VPH2-NRg-3,2.0049,2.8454,3.6237,3.1224,5.5123
1290,VPH2-NRg-3,2.0234,2.8298,3.3182,3.0334,5.2661
1337,VPH2-NRg-3,1.9722,2.842,3.3899,3.0961,5.3759
585,VRG4-NRg-6,1.9905,2.8273,3.3532,3.3545,5.6726
586,VRG4-NRg-6,2.035,2.7261,3.2934,3.2882,5.0593
633,VRG4-NRg-6,1.968,2.7678,3.3012,3.2187,5.5705
1157,VRG4-NRg-7,1.9001,2.6739,3.2928,3.0307,5.0884
1158,VRG4-NRg-7,1.8934,2.5614,3.2467,2.916,5.3347
1205,VRG4-NRg-7,1.8932,2.5351,3.146,3.0655,5.1689
105,VRG4-TRg-2,2.1371,3.1088,3.7429,3.6922,6.4101
106,VRG4-TRg-2,2.169,2.993,3.572,3.5605,6.3769
153,VRG4-TRg-2,2.0887,2.9674,3.4693,3.5843,6.1633
25,VTC4-NRg-1,2.4345,2.8762,3.8522,3.6308,5.4524
26,VTC4-NRg-1,2.313,3.2608,4.0001,3.4397,5.3982
73,VTC4-NRg-1,2.4289,2.9818,3.9943,3.4833,5.6842
2039,YBR089W-NRg-8,2.0771,2.6472,3.1654,3.3412,4.7091
2040,YBR089W-NRg-8,2.0787,2.7492,3.2697,3.4899,4.667
2087,YBR089W-NRg-8,2.1289,2.4208,3.0037,3.3945,5.3612
2249,YBR089W-TRg-9,1.9161,2.6211,3.0677,3.422,5.0702
2250,YBR089W-TRg-9,1.8953,2.7254,3.0959,3.492,5.1767
2297,YBR089W-TRg-9,1.8845,2.712,3.1547,3.4971,5.5336
2133,YBR124W-NRg-4,2.0672,2.7606,3.0446,3.2598,4.9331
2134,YBR124W-NRg-4,1.9937,2.7595,3.1092,3.3679,4.6441
2181,YBR124W-NRg-4,2.0475,2.5959,2.9419,3.3081,4.9747
1731,YDL016C-NRg-2,1.9258,2.7126,3.2023,3.3113,5.7379
1732,YDL016C-NRg-2,1.8992,2.8565,3.1532,3.3837,6.5841
1779,YDL016C-NRg-2,1.8783,2.892,3.0441,3.5096,6.0923
1751,YDL016C-NRg-3,2.0308,2.7654,3.2247,3.2392,5.236
1752,YDL016C-NRg-3,2.0729,2.6985,3.2833,3.4098,4.7819
1799,YDL016C-NRg-3,2.0541,2.712,3.0625,3.2707,5.0893
2063,YDL016C-NRg-5,2.0011,2.9336,3.0402,3.1985,5.0514
2064,YDL016C-NRg-5,1.9612,2.828,2.9755,3.2637,5.2627
2111,YDL016C-NRg-5,1.9831,2.9446,3.0416,3.295,6.0782
1851,YDL016C-NRg-7,2.0201,2.8202,3.0509,3.2973,5.0707
1852,YDL016C-NRg-7,2.1157,2.8813,3.2787,3.4239,4.9476
1899,YDL016C-NRg-7,2.0461,2.5206,3.0053,3.4015,5.5062
1763,YDL016C-NRg-8,1.9669,2.6919,2.8798,3.2045,5.27
1764,YDL016C-NRg-8,1.906,2.7194,3.026,3.4032,5.1131
1811,YDL016C-NRg-8,1.9469,2.48,2.8637,3.289,5.2779
1747,YDL016C-TRg-1,1.9958,2.7442,3.2158,3.278,5.2001
1748,YDL016C-TRg-1,1.996,2.8173,3.3318,3.3966,5.3395
1795,YDL016C-TRg-1,1.9785,2.7534,3.2342,3.358,5.1162
2595,YDL016C-TRg-6,1.8108,2.88,3.2414,3.3454,5.5478
2596,YDL016C-TRg-6,1.7861,2.9191,3.4339,3.1883,6.3549
2643,YDL016C-TRg-6,1.7854,3.0374,3.2308,3.4239,5.8593
1671,YDL016C-TRg-8,1.9567,2.7174,2.8927,3.2598,5.2685
1672,YDL016C-TRg-8,1.8924,2.7236,2.8728,3.2023,5.2056
1719,YDL016C-TRg-8,1.9282,2.7143,2.9504,3.2298,5.2075
1355,YDR230W-NRg-6,1.9301,2.7381,3.4043,3.081,5.4407
1356,YDR230W-NRg-6,1.9829,2.7007,3.3371,3.1039,5.3212
1403,YDR230W-NRg-6,1.9454,2.6962,3.1186,3.0198,5.6771
1363,YDR230W-TRg-9,2.053,2.7344,3.3593,3.1871,5.4552
1364,YDR230W-TRg-9,2.0447,2.7349,3.2722,3.1734,5.6116
1411,YDR230W-TRg-9,2.0673,2.6229,3.2049,3.1606,5.6887
1375,YDR271C-TRg-2,2.025,2.8496,3.6122,3.1354,5.6766
1376,YDR271C-TRg-2,2.0291,2.7801,3.4498,3.1336,5.4718
1423,YDR271C-TRg-2,2.0928,2.7847,3.3625,3.1113,5.8281
3,YDR327W-NRg-1,NoGrowth,2.7923,3.55,3.5952,6.0364
4,YDR327W-NRg-1,2.184,2.8879,3.6476,3.5786,6.2136
51,YDR327W-NRg-1,2.0794,2.9317,3.572,3.5233,6.7514
895,YDR355C-TRg-2,2.0864,2.4228,3.3544,3.1542,5.6394
896,YDR355C-TRg-2,2.015,2.5208,3.345,3.0358,4.873
943,YDR355C-TRg-2,2.0714,2.5361,3.5128,3.1493,5.3125
389,YDR355C-TRg-3,1.9264,2.6643,3.1998,3.3622,5.3114
390,YDR355C-TRg-3,1.9452,2.8398,3.1887,3.355,6.4865
437,YDR355C-TRg-3,1.9441,2.6502,3.2248,3.3317,5.6947
297,YDR355C-TRg-6,1.9494,2.9778,3.4257,3.3388,5.6167
298,YDR355C-TRg-6,1.9343,2.9097,3.3175,3.2373,6.2089
345,YDR355C-TRg-6,1.9646,2.8277,3.3514,3.38,5.4326
291,YDR396W-NRg-2,1.9122,2.7806,3.311,3.1961,6.0019
292,YDR396W-NRg-2,1.9165,2.7734,3.0969,3.4185,5.902
339,YDR396W-NRg-2,1.9658,2.6844,3.3233,3.5273,5.7186
865,YDR396W-TRg-5,1.9261,2.6051,3.4607,3.1743,5.9051
866,YDR396W-TRg-5,1.9524,2.5834,3.2899,3.1733,6.4872
913,YDR396W-TRg-5,1.9443,2.8666,3.4287,3.2375,5.525
961,YEF3-NRg-7,1.9312,2.6508,3.3772,3.2218,5.6904
962,YEF3-NRg-7,1.9308,2.7222,3.1798,3.3382,6.3921
1009,YEF3-NRg-7,1.913,2.8317,3.2554,3.6314,5.7474
1939,YGL069C-NRg-3,1.969,2.7544,3.2168,3.2332,4.9824
1940,YGL069C-NRg-3,1.9752,2.801,3.1977,3.4547,4.7194
1987,YGL069C-NRg-3,1.9864,2.8222,3.2043,3.4317,5.1344
